system:index,apex_date,aspect,detail,elevation,event_id,flood,land_cover,precip_14_day,precip_3_day,precip_7_day,precip_total,purpose,slope,soil_moisture,soil_type,.geo
1_32,2022-10-16,225.8694294945491,Lu lich su Da Nang (Dot 2),427,FL_TST_2022_10_B,1,10,66.27099920064211,0.0,0.38999999314546585,0.0,testing,14.344951629638672,0.36082127690315247,4,"{""type"":""Point"",""coordinates"":[106.22322618172089,22.179990940594514]}"
1_54,2022-10-16,274.6640444625612,Lu lich su Da Nang (Dot 2),420,FL_TST_2022_10_B,1,10,45.25499879568815,0.0,2.139999955892563,0.0,testing,16.626644134521484,0.4665530025959015,4,"{""type"":""Point"",""coordinates"":[105.50400108340267,22.390308244211152]}"
1_61,2022-10-16,283.21099987752376,Lu lich su Da Nang (Dot 2),77,FL_TST_2022_10_B,1,40,452.2919928152114,0.6699999868869781,76.42999847605824,0.0,testing,6.064802646636963,0.43659883737564087,4,"{""type"":""Point"",""coordinates"":[105.48500549990423,20.11527270997019]}"
1_62,2022-10-16,78.99644875039363,Lu lich su Da Nang (Dot 2),369,FL_TST_2022_10_B,1,10,387.52399041317403,286.0899927355349,327.34999157488346,47.679998978972435,testing,9.626941680908203,0.0,6,"{""type"":""Point"",""coordinates"":[108.50609861542445,13.535891154199723]}"
1_117,2022-10-16,96.66557207171476,Lu lich su Da Nang (Dot 2),836,FL_TST_2022_10_B,1,10,610.2229825109243,10.359999794512987,516.3899852596223,438.65998820215464,testing,15.584939956665039,0.0,4,"{""type"":""Point"",""coordinates"":[108.07889855527172,15.393573700021136]}"
1_132,2022-10-16,90.0,Lu lich su Da Nang (Dot 2),4,FL_TST_2022_10_B,1,40,369.0609917808324,16.9299995880574,207.4799953252077,33.29999905079603,testing,0.9425188302993774,0.5794060826301575,4,"{""type"":""Point"",""coordinates"":[104.8406187884165,10.274132559949525]}"
1_166,2022-10-16,279.7891175610773,Lu lich su Da Nang (Dot 2),1511,FL_TST_2022_10_B,1,10,26.96099942922592,0.0,1.6399999856948853,0.0,testing,8.127708435058594,0.2983795404434204,4,"{""type"":""Point"",""coordinates"":[105.08917704922537,23.04743209867719]}"
1_246,2022-10-16,76.66994938331769,Lu lich su Da Nang (Dot 2),5,FL_TST_2022_10_B,1,40,612.4309885185212,0.0,284.3199953790754,6.70999969728291,testing,2.0105607509613037,0.5369047522544861,7,"{""type"":""Point"",""coordinates"":[105.81959801867336,18.598500139538565]}"
1_369,2022-10-16,297.1426648937587,Lu lich su Da Nang (Dot 2),292,FL_TST_2022_10_B,1,10,60.511998407542706,0.0,13.709999606013298,0.0,testing,25.59558868408203,0.4358293414115906,4,"{""type"":""Point"",""coordinates"":[105.5749620484377,21.504035846954828]}"
1_396,2022-10-16,226.09357702896753,Lu lich su Da Nang (Dot 2),9,FL_TST_2022_10_B,1,10,773.2909803241491,34.109999280422926,646.939984375611,558.6199853699654,testing,3.339810609817505,0.0,4,"{""type"":""Point"",""coordinates"":[108.38121197268825,15.732473290321275]}"
1_428,2022-10-16,72.41591187650899,Lu lich su Da Nang (Dot 2),156,FL_TST_2022_10_B,1,10,382.1599917188287,1.520000010728836,113.43999732285738,28.28999916277826,testing,6.116840839385986,0.5822760462760925,4,"{""type"":""Point"",""coordinates"":[105.87156850107843,18.05874318395775]}"
1_507,2022-10-16,180.0,Lu lich su Da Nang (Dot 2),4,FL_TST_2022_10_B,1,40,362.5049919486046,23.30999947153032,168.77999563142657,30.129999386146665,testing,0.9274099469184875,0.5543731451034546,1,"{""type"":""Point"",""coordinates"":[104.85474224134326,10.498224502931295]}"
1_548,2022-10-16,315.6571491890443,Lu lich su Da Nang (Dot 2),88,FL_TST_2022_10_B,1,10,42.24699912965298,0.0,4.459999933838844,0.0,testing,13.981407165527344,0.35689035058021545,4,"{""type"":""Point"",""coordinates"":[106.03422715999214,21.53646234495445]}"
1_571,2022-10-16,90.0,Lu lich su Da Nang (Dot 2),11,FL_TST_2022_10_B,1,10,382.5899898670614,3.199999837204814,98.36999727226794,0.0,testing,2.4725959300994873,0.45436492562294006,6,"{""type"":""Point"",""coordinates"":[105.73466929684898,20.41546451308622]}"
1_579,2022-10-16,314.5103005547772,Lu lich su Da Nang (Dot 2),64,FL_TST_2022_10_B,1,10,37.02899902313948,0.0,1.8499999344348907,0.0,testing,12.37276840209961,0.4574010670185089,4,"{""type"":""Point"",""coordinates"":[105.67306568486121,21.360223676899206]}"
1_583,2022-10-16,197.68412432631015,Lu lich su Da Nang (Dot 2),121,FL_TST_2022_10_B,1,10,549.8549907431006,0.3999999910593033,63.829998139292,2.2299999184906483,testing,4.855803966522217,0.5059266090393066,6,"{""type"":""Point"",""coordinates"":[105.45880327231887,19.792775501691573]}"
1_653,2022-10-16,316.8621140853845,Lu lich su Da Nang (Dot 2),227,FL_TST_2022_10_B,1,10,198.95199592784047,0.3100000023841858,54.799998831003904,0.0,testing,19.5418758392334,0.523051917552948,4,"{""type"":""Point"",""coordinates"":[105.40387625194582,20.963578882714604]}"
1_673,2022-10-16,244.94063156297784,Lu lich su Da Nang (Dot 2),541,FL_TST_2022_10_B,1,30,139.36999801546335,0.0,43.91999979317188,0.0,testing,15.994403839111328,0.5152733325958252,4,"{""type"":""Point"",""coordinates"":[104.68415720053673,20.74932328910952]}"
1_704,2022-10-16,92.73736530171554,Lu lich su Da Nang (Dot 2),293,FL_TST_2022_10_B,1,10,253.65299504622817,0.0,47.639999033883214,0.0,testing,18.724349975585938,0.5346921682357788,4,"{""type"":""Point"",""coordinates"":[107.10036160159859,21.19762411779361]}"
