apex_date,aspect,detail,elevation,event_id,flood,land_cover,precip_14_day,precip_3_day,precip_7_day,precip_total,purpose,slope,soil_moisture,soil_type
2015-07-30,36.7538676216732,Lu lich su Quang Ninh,149,FL_TRN_2015_07,1,10,80.88999774865806,0.429999977350235,33.26999922655523,60.11099840886891,training,19.98497200012207,0.2459021061658859,4
2015-07-30,270.0,Lu lich su Quang Ninh,42,FL_TRN_2015_07,1,40,146.2699966598302,8.709999933838844,99.52999830432236,26.51599927432835,training,0.4749265611171722,0.2678780853748321,4
2015-07-30,352.74851296565805,Lu lich su Quang Ninh,-3,FL_TRN_2015_07,1,80,222.14999484829605,82.84999822452664,126.48999739997087,57.57399847172201,training,7.437691211700439,0.5015476942062378,4
2015-07-30,207.1012852210464,Lu lich su Quang Ninh,36,FL_TRN_2015_07,1,10,148.24999643303454,7.259999912232161,115.55999696999788,20.513999558985237,training,3.1225674152374268,0.2695702612400055,4
2015-07-30,134.53476457594638,Lu lich su Quang Ninh,-1,FL_TRN_2015_07,1,40,168.3699960205704,17.119999904185534,53.04999920539558,46.92999922670424,training,1.3222171068191528,0.0,4
2015-07-30,232.72586221387843,Lu lich su Quang Ninh,108,FL_TRN_2015_07,1,10,278.49999381415546,43.8699989952147,201.40999492630365,360.3369908705354,training,14.964672088623049,0.438625305891037,4
2015-07-30,121.6561241711283,Lu lich su Quang Ninh,258,FL_TRN_2015_07,1,10,281.71999512054026,16.009999917820096,57.869998747482896,192.8449952378869,training,12.183760643005373,0.5489675998687744,6
2015-07-30,298.5881415518303,Lu lich su Quang Ninh,352,FL_TRN_2015_07,1,10,148.30999629199505,0.2199999988079071,57.76999842748046,70.37099815905094,training,13.322608947753906,0.185736134648323,6
2015-07-30,90.0,Lu lich su Quang Ninh,1701,FL_TRN_2015_07,1,10,186.90999552421272,35.01999933645129,149.06999635510147,93.86799773573875,training,6.142667770385742,0.5890196561813354,4
2015-07-30,345.5418983782941,Lu lich su Quang Ninh,604,FL_TRN_2015_07,1,40,287.969991851598,22.7199992146343,99.6699971947819,131.26399653218687,training,1.9149363040924072,0.4461155831813812,4
2015-07-30,27.44152949065483,Lu lich su Quang Ninh,58,FL_TRN_2015_07,1,10,128.24999735318124,10.64999975077808,50.88999902829528,215.44999462738636,training,6.245635509490967,0.2369592934846878,4
2015-07-30,64.71781040217662,Lu lich su Quang Ninh,62,FL_TRN_2015_07,1,40,217.78999419510365,83.00999767333269,135.35999654605985,414.5039900317788,training,1.085729718208313,0.3326939344406128,4
2015-07-30,-0.0,Lu lich su Quang Ninh,3,FL_TRN_2015_07,1,80,89.15999796241522,13.32999943010509,55.10999860987067,28.706999376416206,training,1.390963077545166,0.0,4
2015-07-30,221.76990940771995,Lu lich su Quang Ninh,936,FL_TRN_2015_07,1,10,225.81999368406832,151.49999505281448,172.03999451361597,130.876997532323,training,9.850393295288086,0.4391821920871734,4
2015-07-30,1.5011182715776967,Lu lich su Quang Ninh,1353,FL_TRN_2015_07,1,10,145.2099967002869,46.48999892547727,73.95999855548143,180.62999599054456,training,17.524547576904297,0.5748969912528992,4
2015-07-30,347.4915203179721,Lu lich su Quang Ninh,433,FL_TRN_2015_07,1,10,106.25999735482036,1.7899999395012856,47.149998776614666,79.57099853642285,training,24.904390335083008,0.2123171687126159,7
2015-07-30,260.8213073773188,Lu lich su Quang Ninh,107,FL_TRN_2015_07,1,10,125.36999660357831,0.0,28.13999917730689,45.46999892778695,training,14.235831260681152,0.2400984615087509,7
2015-07-30,113.02971225094215,Lu lich su Quang Ninh,327,FL_TRN_2015_07,1,10,140.16999727487564,7.969999840483069,57.31999867036939,196.78299564309415,training,21.459762573242188,0.3537504971027374,4
2015-07-30,154.2963926283168,Lu lich su Quang Ninh,235,FL_TRN_2015_07,1,10,143.5599966775626,11.869999673217537,68.25999826006591,180.6099961232394,training,25.876510620117188,0.3588306605815887,4
2015-07-30,115.99776323821048,Lu lich su Quang Ninh,307,FL_TRN_2015_07,1,10,185.8899970557541,1.7099999468773603,83.3299987912178,37.12899922579527,training,3.1706631183624268,0.3381288647651672,4
2015-07-30,202.24714995191928,Lu lich su Quang Ninh,953,FL_TRN_2015_07,1,10,116.30999792926012,7.389999909326434,96.0799983292818,50.70099905319512,training,4.997721195220947,0.4518077671527862,4
2015-07-30,270.0,Lu lich su Quang Ninh,3,FL_TRN_2015_07,1,40,126.28999639861286,9.73999976925552,86.83999782055616,201.5999952442944,training,2.408881187438965,0.2032610774040222,7
2015-07-30,38.20878939011765,Lu lich su Quang Ninh,185,FL_TRN_2015_07,1,10,111.47999695688486,10.749999780207872,60.21999821998179,231.5789938680828,training,18.77405548095703,0.3257378935813904,4
2015-07-30,172.39761895505904,Lu lich su Quang Ninh,241,FL_TRN_2015_07,1,10,116.00999758020043,10.379999754950404,72.35999839380383,193.15599518455565,training,17.664636611938477,0.330921471118927,4
2015-07-30,139.58105039202977,Lu lich su Quang Ninh,696,FL_TRN_2015_07,1,10,257.7699940726161,15.679999765008688,76.77999773062766,52.98699860833585,training,3.649837017059326,0.5546245574951172,4
2015-07-30,22.276805924352512,Lu lich su Quang Ninh,3,FL_TRN_2015_07,1,40,139.89999671280384,0.1400000005960464,93.1699981726706,12.626999750733376,training,2.504152536392212,0.3884691596031189,4
2015-07-30,172.9961198775373,Lu lich su Quang Ninh,1101,FL_TRN_2015_07,1,10,200.669996669516,2.999999947845936,70.39999848790467,67.44999880157411,training,11.522891998291016,0.5892530679702759,4
