system:index,apex_date,aspect,detail,elevation,event_id,flood,is_agriculture,is_flood_prone,is_permanent_water,is_urban,land_cover,precip_14_day,precip_3_day,precip_7_day,precip_total,purpose,slope,soil_moisture,soil_type,.geo
1_0,2016-12-14,64.29205706306996,"Lu lon Quang Nam, Binh Dinh",55,FL_TRN_2016_12,1,0,0,0,0,10,363.70599065348506,0.0,66.16999824903905,1024.0899765584618,training,2.137148355558149,0.5445669889450073,4,"{""type"":""Point"",""coordinates"":[108.17116740195115,15.660747311821394]}"
1_11,2016-12-14,161.1547193686195,"Lu lon Quang Nam, Binh Dinh",412,FL_TRN_2016_12,1,1,1,0,0,40,308.7149926237762,14.599999625235796,127.03999633342028,271.5199940316379,training,2.937501338843433,0.5227099657058716,4,"{""type"":""Point"",""coordinates"":[108.03193186053409,12.411882864928357]}"
1_97,2016-12-14,26.869653701782227,"Lu lon Quang Nam, Binh Dinh",677,FL_TRN_2016_12,1,0,0,0,0,10,12.534999713301659,0.0,11.879999727010727,0.0,training,15.227239608764648,0.27624720335006714,4,"{""type"":""Point"",""coordinates"":[105.205323442756,22.918565660868744]}"
1_122,2016-12-14,168.2669109618652,"Lu lon Quang Nam, Binh Dinh",691,FL_TRN_2016_12,1,0,0,0,0,30,8.198999804444611,0.0,4.289999887347221,0.0,training,23.261119096405896,0.33952954411506653,4,"{""type"":""Point"",""coordinates"":[103.67832310474252,22.191762367684905]}"
1_125,2016-12-14,59.02832885969261,"Lu lon Quang Nam, Binh Dinh",384,FL_TRN_2016_12,1,0,0,0,0,30,1.8759999489411712,0.0,1.869999948889017,0.0,training,15.807091384743616,0.24707721173763275,6,"{""type"":""Point"",""coordinates"":[103.8029636654039,20.99298142640008]}"
1_136,2016-12-14,114.88599034792311,"Lu lon Quang Nam, Binh Dinh",727,FL_TRN_2016_12,1,0,0,0,0,30,1.812999942805618,0.0,0.7399999797344208,0.0,training,15.070813087941646,0.4503168761730194,4,"{""type"":""Point"",""coordinates"":[102.74428360583875,21.90934560726196]}"
1_160,2016-12-14,243.79850049655818,"Lu lon Quang Nam, Binh Dinh",1,FL_TRN_2016_12,1,1,1,0,0,40,184.60199595987797,47.11999881081283,100.06999822892249,49.199998850002885,training,2.099692207583055,0.48916029930114746,4,"{""type"":""Point"",""coordinates"":[106.0615846858743,10.202569945008603]}"
1_174,2016-12-14,118.51287032136392,"Lu lon Quang Nam, Binh Dinh",365,FL_TRN_2016_12,1,0,0,0,0,10,15.5309997536242,0.0,13.309999823570251,1.0099999904632568,training,18.732468785037078,0.42725610733032227,4,"{""type"":""Point"",""coordinates"":[105.14983052458759,22.5543653045838]}"
1_181,2016-12-14,225.44387817382812,"Lu lon Quang Nam, Binh Dinh",3,FL_TRN_2016_12,1,1,1,0,0,40,176.7579957973212,44.78999878279865,70.83999811671674,31.649998880922794,training,3.959538221359253,0.543964147567749,4,"{""type"":""Point"",""coordinates"":[105.97922331758575,10.060744737996298]}"
1_263,2016-12-14,133.03544929189692,"Lu lon Quang Nam, Binh Dinh",1109,FL_TRN_2016_12,1,1,1,0,0,40,2.3169999038800597,0.0,2.0399999134242535,0.0,training,9.427406318295823,0.2645817697048187,4,"{""type"":""Point"",""coordinates"":[104.14506612867758,20.985589071934307]}"
