system:index,apex_date,aspect,detail,elevation,event_id,flood,is_agriculture,is_flood_prone,is_permanent_water,is_urban,land_cover,precip_14_day,precip_3_day,precip_7_day,precip_total,purpose,slope,soil_moisture,soil_type,.geo
1_32,2022-10-16,239.93972435664978,Lu lich su Da Nang (Dot 2),431,FL_TST_2022_10_B,1,0,0,0,0,10,66.27099920064211,0.0,0.38999999314546585,0.0,testing,17.909107118576276,0.36082127690315247,4,"{""type"":""Point"",""coordinates"":[106.22322618172089,22.179990940594514]}"
1_54,2022-10-16,297.4786071777344,Lu lich su Da Nang (Dot 2),423,FL_TST_2022_10_B,1,0,0,0,0,10,45.25499879568815,0.0,2.139999955892563,0.0,testing,17.52322006225586,0.4665530025959015,4,"{""type"":""Point"",""coordinates"":[105.50400108340267,22.390308244211152]}"
1_61,2022-10-16,295.1500769277344,Lu lich su Da Nang (Dot 2),74,FL_TST_2022_10_B,1,1,1,0,0,40,452.2919928152114,0.6699999868869781,76.42999847605824,0.0,testing,8.662895566797184,0.43659883737564087,4,"{""type"":""Point"",""coordinates"":[105.48500549990423,20.11527270997019]}"
1_62,2022-10-16,86.52275969107103,Lu lich su Da Nang (Dot 2),369,FL_TST_2022_10_B,1,0,0,0,0,10,387.52399041317403,286.0899927355349,327.34999157488346,47.679998978972435,testing,14.94366869847169,0.0,6,"{""type"":""Point"",""coordinates"":[108.50609861542445,13.535891154199723]}"
1_117,2022-10-16,84.49297712762893,Lu lich su Da Nang (Dot 2),843,FL_TST_2022_10_B,1,0,0,0,0,10,610.2229825109243,10.359999794512987,516.3899852596223,438.65998820215464,testing,18.64226112270066,0.0,4,"{""type"":""Point"",""coordinates"":[108.07889855527172,15.393573700021136]}"
1_132,2022-10-16,333.0627136230469,Lu lich su Da Nang (Dot 2),3,FL_TST_2022_10_B,1,1,1,0,0,40,369.0609917808324,16.9299995880574,207.4799953252077,33.29999905079603,testing,2.0798215866088867,0.5794060826301575,4,"{""type"":""Point"",""coordinates"":[104.8406187884165,10.274132559949525]}"
1_166,2022-10-16,300.35204056700815,Lu lich su Da Nang (Dot 2),1506,FL_TST_2022_10_B,1,0,0,0,0,10,26.96099942922592,0.0,1.6399999856948853,0.0,testing,12.639288288395898,0.2983795404434204,4,"{""type"":""Point"",""coordinates"":[105.08917704922537,23.04743209867719]}"
1_246,2022-10-16,115.35567883304017,Lu lich su Da Nang (Dot 2),5,FL_TST_2022_10_B,1,1,1,0,0,40,612.4309885185212,0.0,284.3199953790754,6.70999969728291,testing,2.1648087733807553,0.5369047522544861,7,"{""type"":""Point"",""coordinates"":[105.81959801867336,18.598500139538565]}"
1_369,2022-10-16,304.30529886536334,Lu lich su Da Nang (Dot 2),287,FL_TST_2022_10_B,1,0,0,0,0,10,60.511998407542706,0.0,13.709999606013298,0.0,testing,32.2881068803467,0.4358293414115906,4,"{""type"":""Point"",""coordinates"":[105.5749620484377,21.504035846954828]}"
1_396,2022-10-16,239.99261794060348,Lu lich su Da Nang (Dot 2),8,FL_TST_2022_10_B,1,0,0,0,0,10,773.2909803241491,34.109999280422926,646.939984375611,558.6199853699654,testing,5.546314947163201,0.0,4,"{""type"":""Point"",""coordinates"":[108.38121197268825,15.732473290321275]}"
