system:index,apex_date,aspect,detail,elevation,event_id,flood,is_agriculture,is_flood_prone,is_permanent_water,is_urban,land_cover,precip_14_day,precip_3_day,precip_7_day,precip_total,purpose,slope,soil_moisture,soil_type,.geo
1_11,2019-09-15,161.1547193686195,Lu DBSCL 2019,412,FL_TRN_2019_09,1,1,1,0,0,40,271.2309930063784,60.5399985909462,104.34999708458781,420.7699902765453,training,2.937501338843433,0.4546581208705902,4,"{""type"":""Point"",""coordinates"":[108.03193186053409,12.411882864928357]}"
1_37,2019-09-15,64.72237887315123,Lu DBSCL 2019,197,FL_TRN_2019_09,1,0,0,0,0,10,927.4169798903167,26.409999266266823,410.34999089315534,169.94999651238322,training,18.839151832433195,0.3660432994365692,6,"{""type"":""Point"",""coordinates"":[105.44543156642638,19.188952745148807]}"
1_40,2019-09-15,320.33641918464076,Lu DBSCL 2019,929,FL_TRN_2019_09,1,0,0,0,0,10,218.97799389995635,46.92999848537147,104.3099968302995,39.429998993873596,training,28.667112906224933,0.41427817940711975,4,"{""type"":""Point"",""coordinates"":[103.31465141644898,21.914757995904193]}"
1_47,2019-09-15,153.09742736816406,Lu DBSCL 2019,0,FL_TRN_2019_09,1,1,1,0,0,40,523.6179878730327,86.45999781414866,214.59999452531338,273.08999508060515,training,2.0791823863983154,0.5770038962364197,1,"{""type"":""Point"",""coordinates"":[105.51887115459539,9.7881176225488]}"
1_109,2019-09-15,26.91301727294922,Lu DBSCL 2019,2,FL_TRN_2019_09,1,1,1,0,0,40,610.7629859242588,71.84999890625477,256.8499944470823,349.54999102652073,training,6.216357231140137,0.530666172504425,4,"{""type"":""Point"",""coordinates"":[105.2679860329853,9.936616313509168]}"
1_112,2019-09-15,103.38604736328125,Lu DBSCL 2019,681,FL_TRN_2019_09,1,0,0,0,0,10,1474.779962690547,9.259999860078096,871.3899798039347,123.98999626562,training,11.846976280212402,0.5583921670913696,4,"{""type"":""Point"",""coordinates"":[105.73016337958863,17.84247091165832]}"
1_149,2019-09-15,125.68611907958984,Lu DBSCL 2019,934,FL_TRN_2019_09,1,0,0,0,0,10,90.68999791704118,16.8199994713068,25.179999228566885,73.70999806374311,training,29.03021812438965,0.3045792579650879,4,"{""type"":""Point"",""coordinates"":[103.63441682617146,20.98644877092006]}"
1_157,2019-09-15,45.454063415527344,Lu DBSCL 2019,2,FL_TRN_2019_09,1,1,1,0,0,40,510.75399042479694,36.94999907910824,192.04999600350857,350.0499915443361,training,1.3219553232192993,0.5257819294929504,4,"{""type"":""Point"",""coordinates"":[105.32084276820423,10.174825042131191]}"
1_174,2019-09-15,118.51287032136392,Lu DBSCL 2019,365,FL_TRN_2019_09,1,0,0,0,0,10,372.8699918836355,268.1199932899326,268.5199932884425,87.49999773688614,training,18.732468785037078,0.5201395750045776,4,"{""type"":""Point"",""coordinates"":[105.14983052458759,22.5543653045838]}"
1_214,2019-09-15,313.22331356619804,Lu DBSCL 2019,94,FL_TRN_2019_09,1,0,0,0,0,30,469.73298988491297,58.96999882906675,99.91999765485525,135.59999753162265,training,1.354058317972828,0.3450692296028137,7,"{""type"":""Point"",""coordinates"":[105.22956702972893,19.977628957218265]}"
