system:index,apex_date,aspect,detail,elevation,event_id,flood,land_cover,precip_14_day,precip_3_day,precip_7_day,precip_total,purpose,slope,soil_moisture,soil_type,.geo
1_1397,2015-07-30,22.276805924352512,Lu lich su Quang Ninh,3,FL_TRN_2015_07,1,40,139.89999671280384,0.14000000059604645,93.1699981726706,12.626999750733376,training,2.504152536392212,0.3884691596031189,4,"{""type"":""Point"",""coordinates"":[109.12744267624205,12.46556741218031]}"
1_1456,2015-07-30,172.9961198775373,Lu lich su Quang Ninh,1101,FL_TRN_2015_07,1,10,200.66999666951597,2.999999947845936,70.39999848790467,67.44999880157411,training,11.522891998291016,0.5892530679702759,4,"{""type"":""Point"",""coordinates"":[108.49627756178894,12.372971581048311]}"
1_1460,2015-07-30,290.45339540704043,Lu lich su Quang Ninh,918,FL_TRN_2015_07,1,10,181.49999686330557,43.85999966971576,99.79999822936952,164.78899537026882,training,10.497655868530273,0.43064284324645996,4,"{""type"":""Point"",""coordinates"":[108.05217401608267,11.758857215832801]}"
1_1485,2015-07-30,294.703438621542,Lu lich su Quang Ninh,379,FL_TRN_2015_07,1,10,224.1299941074103,9.359999567270279,53.65999854542315,94.59399933181703,training,8.807149887084961,0.5466814041137695,4,"{""type"":""Point"",""coordinates"":[107.11705093109522,12.165122021576325]}"
1_1571,2015-07-30,329.62439150180893,Lu lich su Quang Ninh,442,FL_TRN_2015_07,1,10,211.90999487228692,17.699999898672104,58.45999883301556,172.62199578806758,training,19.143104553222656,0.5474414825439453,6,"{""type"":""Point"",""coordinates"":[107.58098738971087,14.456493163615256]}"
1_1573,2015-07-30,96.13591376247933,Lu lich su Quang Ninh,736,FL_TRN_2015_07,1,10,221.09999384731054,28.05999916046858,59.80999832972884,159.0999959781766,training,12.798702239990234,0.46707433462142944,4,"{""type"":""Point"",""coordinates"":[107.60100984096148,14.641594508762326]}"
1_1614,2015-07-30,155.99406512917284,Lu lich su Quang Ninh,36,FL_TRN_2015_07,1,60,111.47999695688486,10.749999780207872,60.21999821998179,231.57899386808276,training,3.549046039581299,0.2418048232793808,7,"{""type"":""Point"",""coordinates"":[108.08933123773396,15.77901246641141]}"
1_1812,2015-07-30,134.30462120930076,Lu lich su Quang Ninh,441,FL_TRN_2015_07,1,40,131.6699974834919,0.29999998211860657,50.729999208822846,81.61199831217527,training,0.6639121174812317,0.32120007276535034,4,"{""type"":""Point"",""coordinates"":[108.45581093745653,12.574228268108197]}"
1_1838,2015-07-30,-0.0,Lu lich su Quang Ninh,17,FL_TRN_2015_07,1,40,139.2499975375831,9.58999984152615,93.33999874442816,228.2059955690056,training,0.0,0.2684100270271301,4,"{""type"":""Point"",""coordinates"":[108.04118164714082,15.848320853333503]}"
1_1868,2015-07-30,37.39438654575264,Lu lich su Quang Ninh,76,FL_TRN_2015_07,1,10,202.91999551840127,18.339999670162797,64.27999843657017,159.8339946847409,training,2.333563804626465,0.5527670383453369,6,"{""type"":""Point"",""coordinates"":[107.01002958070194,11.139821547915815]}"
1_1917,2015-07-30,-0.0,Lu lich su Quang Ninh,454,FL_TRN_2015_07,1,40,98.85999763198197,2.9399999529123306,43.1599989477545,87.75499898940325,training,0.0,0.24856725335121155,4,"{""type"":""Point"",""coordinates"":[108.565737977037,12.700936715368066]}"
1_1952,2015-07-30,201.24365538417905,Lu lich su Quang Ninh,572,FL_TRN_2015_07,1,10,140.05999715812504,8.729999829083681,79.7499983496964,185.36899516545236,training,25.933786392211914,0.3947852849960327,4,"{""type"":""Point"",""coordinates"":[107.80592008454136,15.284760800043667]}"
1_2059,2015-07-30,198.72454575876426,Lu lich su Quang Ninh,2,FL_TRN_2015_07,1,80,185.0399947091937,11.329999908804893,56.809998573735356,54.187998320907354,training,1.4686639308929443,0.41908320784568787,4,"{""type"":""Point"",""coordinates"":[106.80488838403905,10.453562978101894]}"
1_2128,2015-07-30,121.81935695157112,Lu lich su Quang Ninh,621,FL_TRN_2015_07,1,10,141.90999655798078,0.0,39.84999902173877,49.44299849681556,training,13.799885749816895,0.23777639865875244,4,"{""type"":""Point"",""coordinates"":[108.60550835258816,14.18188388515258]}"
1_2129,2015-07-30,289.0599733296031,Lu lich su Quang Ninh,971,FL_TRN_2015_07,1,10,181.49999686330557,43.85999966971576,99.79999822936952,164.78899537026882,training,8.458624839782715,0.5169991850852966,4,"{""type"":""Point"",""coordinates"":[108.05646497583068,11.787706185453882]}"
1_2160,2015-07-30,279.4188890986909,Lu lich su Quang Ninh,1207,FL_TRN_2015_07,1,10,171.65999617800117,50.90999901108444,68.95999865420163,152.81499642506242,training,16.528196334838867,0.49778130650520325,4,"{""type"":""Point"",""coordinates"":[108.18478521666177,14.607302583511817]}"
1_2178,2015-07-30,137.5537353984299,Lu lich su Quang Ninh,374,FL_TRN_2015_07,1,10,140.33999635651708,4.199999891221523,66.30999793671072,136.68399629555643,training,19.898509979248047,0.413076788187027,4,"{""type"":""Point"",""coordinates"":[107.89948607579274,16.08865739729007]}"
1_2237,2015-07-30,88.44429808601282,Lu lich su Quang Ninh,440,FL_TRN_2015_07,1,10,196.41999546065927,13.77999995648861,48.13999895192683,98.25699904188514,training,16.600933074951172,0.5575003623962402,4,"{""type"":""Point"",""coordinates"":[107.20737178293872,12.118302730035232]}"
1_2287,2015-07-30,67.81369825959786,Lu lich su Quang Ninh,188,FL_TRN_2015_07,1,10,118.07999737747014,0.2199999876320362,56.699998550117016,74.76299865357578,training,9.729985237121582,0.28268682956695557,4,"{""type"":""Point"",""coordinates"":[108.85626736172172,14.405774820193425]}"
1_2296,2015-07-30,70.71684546339193,Lu lich su Quang Ninh,758,FL_TRN_2015_07,1,10,288.379992172122,50.24999858811498,169.54999520257115,336.40499187260866,training,15.088353157043457,0.42954957485198975,4,"{""type"":""Point"",""coordinates"":[106.25856730010734,17.412300798452378]}"
1_2324,2015-07-30,239.2509777210078,Lu lich su Quang Ninh,12,FL_TRN_2015_07,1,80,238.42999419756234,42.38999896124005,170.12999591045082,334.3479916173965,training,4.525720119476318,0.3255247473716736,4,"{""type"":""Point"",""coordinates"":[106.13654406208816,17.85061884843694]}"
1_2375,2015-07-30,173.44592189633158,Lu lich su Quang Ninh,841,FL_TRN_2015_07,1,10,208.46999541297555,24.6899993121624,72.68999796546996,114.46399718336761,training,8.342864036560059,0.5913906693458557,6,"{""type"":""Point"",""coordinates"":[108.08201596574872,14.73914122480377]}"
1_2420,2015-07-30,180.0,Lu lich su Quang Ninh,687,FL_TRN_2015_07,1,30,116.63999766670167,0.08999999798834324,69.75999821163714,100.85499848239124,training,1.390963077545166,0.3420126140117645,4,"{""type"":""Point"",""coordinates"":[108.4002422476042,13.070215191168003]}"
1_2431,2015-07-30,194.58051610525757,Lu lich su Quang Ninh,519,FL_TRN_2015_07,1,10,151.15999642945826,7.409999772906303,59.199998665601015,174.4359960630536,training,7.621565341949463,0.3356936573982239,4,"{""type"":""Point"",""coordinates"":[107.79939437117673,16.032501404467688]}"
1_2499,2015-07-30,94.30446397868884,Lu lich su Quang Ninh,503,FL_TRN_2015_07,1,10,185.66999446228147,37.209997886791825,63.94999720901251,178.30999691598117,training,6.154840469360352,0.5528745651245117,4,"{""type"":""Point"",""coordinates"":[107.34807854422182,11.904822453401076]}"
1_2565,2015-07-30,56.147956963524834,Lu lich su Quang Ninh,444,FL_TRN_2015_07,1,10,120.78999676555395,7.069999737665057,58.799998650327325,199.77899519912899,training,13.08756160736084,0.2970835566520691,4,"{""type"":""Point"",""coordinates"":[107.77052968636322,15.374504496207908]}"
1_2621,2015-07-30,258.9369738522161,Lu lich su Quang Ninh,544,FL_TRN_2015_07,1,10,237.8099950440228,10.929999612271786,91.1199978608638,149.20399764738977,training,9.576775550842285,0.5435469746589661,4,"{""type"":""Point"",""coordinates"":[108.0384186937512,12.147574393030672]}"
1_2625,2015-07-30,259.6930793431262,Lu lich su Quang Ninh,608,FL_TRN_2015_07,1,10,196.41999546065927,13.77999995648861,48.13999895192683,98.25699904188514,training,19.895063400268555,0.5628612637519836,4,"{""type"":""Point"",""coordinates"":[107.27532645223417,12.184227541812003]}"
1_2735,2015-07-30,214.34825714034884,Lu lich su Quang Ninh,797,FL_TRN_2015_07,1,10,105.53999756276608,6.819999957457185,69.57999880239367,82.06199851445854,training,14.825672149658203,0.2276235669851303,4,"{""type"":""Point"",""coordinates"":[108.80866235903873,12.701135820352679]}"
1_2769,2015-07-30,109.70032843840298,Lu lich su Quang Ninh,260,FL_TRN_2015_07,1,10,153.7999972589314,16.289999805390835,100.84999847225845,55.60799930244684,training,14.7947416305542,0.31296923756599426,4,"{""type"":""Point"",""coordinates"":[108.85886571999339,12.439810764483248]}"
1_2795,2015-07-30,-0.0,Lu lich su Quang Ninh,6,FL_TRN_2015_07,1,80,188.69999606721103,39.24999878555536,90.45999782904983,37.03199912793934,training,1.390963077545166,0.4198673367500305,1,"{""type"":""Point"",""coordinates"":[106.72722999169858,10.571288969374185]}"
1_2969,2015-07-30,128.06090848460377,Lu lich su Quang Ninh,312,FL_TRN_2015_07,1,10,269.96999420411885,29.399999825283885,48.149999376386404,132.53499656543136,training,5.99581241607666,0.45821839570999146,4,"{""type"":""Point"",""coordinates"":[107.23367087037093,11.833906121884704]}"
1_2989,2015-07-30,228.19509211634843,Lu lich su Quang Ninh,962,FL_TRN_2015_07,1,10,133.70999666675925,0.3699999749660492,25.63999928161502,69.13799844495952,training,8.289962768554688,0.27521267533302307,4,"{""type"":""Point"",""coordinates"":[108.67044137855507,14.35533514605524]}"
2_0,2015-07-30,133.9164858424322,Lu lich su Quang Ninh,55,FL_TRN_2015_07,0,40,157.71999766863883,7.089999832212925,58.609998658299446,206.320994714275,training,0.6685673594474792,0.3245787024497986,4,"{""type"":""Point"",""coordinates"":[108.17116740195115,15.660747311821394]}"
2_5,2015-07-30,142.461815575447,Lu lich su Quang Ninh,381,FL_TRN_2015_07,0,10,185.05999522283673,21.699999511241913,52.75999867729843,88.10299743153155,training,13.765013694763184,0.329584002494812,4,"{""type"":""Point"",""coordinates"":[107.86233738032551,12.559000099347234]}"
2_6,2015-07-30,258.9261056564951,Lu lich su Quang Ninh,258,FL_TRN_2015_07,0,10,269.96999420411885,29.399999825283885,48.149999376386404,132.53499656543136,training,4.817415237426758,0.46553072333335876,4,"{""type"":""Point"",""coordinates"":[107.25263041037377,11.876164041843401]}"
2_10,2015-07-30,233.98122109610205,Lu lich su Quang Ninh,566,FL_TRN_2015_07,0,10,310.7599934451282,16.85999963246286,78.13999785296619,113.2329975888133,training,4.720978260040283,0.39580419659614563,4,"{""type"":""Point"",""coordinates"":[107.85317046274629,14.212629527975434]}"
2_11,2015-07-30,191.57338535508322,Lu lich su Quang Ninh,421,FL_TRN_2015_07,0,10,263.9899949748069,75.8799996227026,132.67999839410186,86.9959981776774,training,9.38261604309082,0.48638656735420227,4,"{""type"":""Point"",""coordinates"":[108.03193186053409,12.411882864928357]}"
2_12,2015-07-30,96.92204465124401,Lu lich su Quang Ninh,554,FL_TRN_2015_07,0,30,189.45999561436474,0.0,61.12999833934009,59.83499884232879,training,3.8421404361724854,0.36671513319015503,4,"{""type"":""Point"",""coordinates"":[108.2611101503232,13.776584382403357]}"
2_13,2015-07-30,263.32815483810293,Lu lich su Quang Ninh,906,FL_TRN_2015_07,0,10,144.40999566577375,12.779999662190676,62.09999803267419,183.83899636007845,training,15.571061134338379,0.3542562425136566,4,"{""type"":""Point"",""coordinates"":[107.81978696363981,15.194606179259662]}"
2_15,2015-07-30,314.18216451293904,Lu lich su Quang Ninh,197,FL_TRN_2015_07,0,10,338.939992794767,15.699999755248427,106.9999971948564,99.45199732854962,training,3.323270559310913,0.35849353671073914,6,"{""type"":""Point"",""coordinates"":[107.64926502850518,13.62662706888998]}"
2_17,2015-07-30,270.0,Lu lich su Quang Ninh,42,FL_TRN_2015_07,0,40,146.2699966598302,8.709999933838844,99.52999830432236,26.51599927432835,training,0.47492656111717224,0.26787808537483215,4,"{""type"":""Point"",""coordinates"":[108.99575190747453,12.463535728334898]}"
2_22,2015-07-30,207.01532071335444,Lu lich su Quang Ninh,669,FL_TRN_2015_07,0,10,183.9799959603697,61.53999876976013,83.65999803133309,57.032998690381646,training,9.287591934204102,0.5432533025741577,4,"{""type"":""Point"",""coordinates"":[107.98312260718704,11.287989696202148]}"
2_25,2015-07-30,53.154211692848584,Lu lich su Quang Ninh,883,FL_TRN_2015_07,0,10,146.51999740861356,40.169999143108726,96.32999843358994,84.52599846757948,training,19.337602615356445,0.5286644697189331,4,"{""type"":""Point"",""coordinates"":[107.80849235333035,11.504189196111257]}"
2_28,2015-07-30,113.59483667398803,Lu lich su Quang Ninh,360,FL_TRN_2015_07,0,10,111.08999739773571,3.1199998632073402,32.62999916449189,151.0609964672476,training,15.806679725646973,0.326326847076416,7,"{""type"":""Point"",""coordinates"":[108.53651968918466,14.724585702790836]}"
2_29,2015-07-30,352.74851296565805,Lu lich su Quang Ninh,-3,FL_TRN_2015_07,0,80,222.14999484829605,82.84999822452664,126.48999739997089,57.57399847172201,training,7.4376912117004395,0.5015476942062378,4,"{""type"":""Point"",""coordinates"":[106.75112285467432,10.77250813238237]}"
2_35,2015-07-30,133.4873700617634,Lu lich su Quang Ninh,3,FL_TRN_2015_07,0,40,117.85999706946313,28.67999922670424,97.44999764300883,342.4889913238585,training,0.6738269329071045,0.2971647381782532,7,"{""type"":""Point"",""coordinates"":[105.81397131092713,18.459956595396243]}"
2_37,2015-07-30,51.796047785873284,Lu lich su Quang Ninh,205,FL_TRN_2015_07,0,10,220.6399941202253,85.82999792136252,145.82999650016427,342.15399295836687,training,11.106310844421387,0.2973657548427582,6,"{""type"":""Point"",""coordinates"":[105.44543156642638,19.188952745148807]}"
2_42,2015-07-30,37.30210692477533,Lu lich su Quang Ninh,-4,FL_TRN_2015_07,0,60,167.63999583944678,34.60999898053706,71.55999846383929,59.7369980905205,training,2.330700635910034,0.43286454677581787,4,"{""type"":""Point"",""coordinates"":[106.63957970330442,10.119927810440199]}"
2_43,2015-07-30,24.484202155929015,Lu lich su Quang Ninh,330,FL_TRN_2015_07,0,10,281.71999512054026,16.009999917820096,57.869998747482896,192.8449952378869,training,16.824464797973633,0.5489675998687744,6,"{""type"":""Point"",""coordinates"":[107.47627222487299,14.353840835135218]}"
2_62,2015-07-30,78.99644875039363,Lu lich su Quang Ninh,369,FL_TRN_2015_07,0,10,206.67999641224742,0.04999999701976776,78.98999919742346,23.28799937106669,training,9.626941680908203,0.2500682473182678,6,"{""type"":""Point"",""coordinates"":[108.50609861542445,13.535891154199723]}"
2_64,2015-07-30,180.0,Lu lich su Quang Ninh,58,FL_TRN_2015_07,0,10,211.4099945165217,48.90999892912805,81.89999818056822,169.46599695645273,training,3.704791784286499,0.4455043375492096,6,"{""type"":""Point"",""coordinates"":[107.08240230443333,10.803244942041271]}"
2_69,2015-07-30,20.629196810831797,Lu lich su Quang Ninh,610,FL_TRN_2015_07,0,10,75.3099980968982,1.9299999997019768,26.009999522939324,113.15299726650119,training,5.4343438148498535,0.21231716871261597,4,"{""type"":""Point"",""coordinates"":[108.64226355674992,14.996214428099155]}"
2_76,2015-07-30,24.94180562066748,Lu lich su Quang Ninh,582,FL_TRN_2015_07,0,10,138.60999675653875,0.0,41.70999898016453,45.596998961642385,training,15.467731475830078,0.24363666772842407,4,"{""type"":""Point"",""coordinates"":[108.88366870275163,13.81729864128554]}"
2_82,2015-07-30,46.41685945763521,Lu lich su Quang Ninh,9,FL_TRN_2015_07,0,10,273.99999508075416,49.03999913483858,191.93999686464667,352.52699319273233,training,5.365647792816162,0.3155812621116638,4,"{""type"":""Point"",""coordinates"":[106.07785431213533,17.875365996460324]}"
2_87,2015-07-30,75.69155092890463,Lu lich su Quang Ninh,779,FL_TRN_2015_07,0,10,188.83999488689005,7.549999617040157,57.07999845407903,103.83399764448404,training,11.116965293884277,0.4562839865684509,4,"{""type"":""Point"",""coordinates"":[107.6857107483857,12.121018139908514]}"
2_88,2015-07-30,14.35321177849972,Lu lich su Quang Ninh,512,FL_TRN_2015_07,0,10,323.6599933132529,118.49999691173434,208.4399959873408,547.9439881835133,training,15.413747787475586,0.322535902261734,4,"{""type"":""Point"",""coordinates"":[105.19320828095175,18.667424232401135]}"
2_89,2015-07-30,215.14656144971875,Lu lich su Quang Ninh,21,FL_TRN_2015_07,0,40,236.26999542489648,96.37999819777906,178.17999668046832,474.8979903701693,training,1.7009391784667969,0.2821196913719177,7,"{""type"":""Point"",""coordinates"":[105.2814019545995,18.749301665947502]}"
2_90,2015-07-30,76.24496629285869,Lu lich su Quang Ninh,125,FL_TRN_2015_07,0,10,220.74999495968223,10.239999905228615,29.659999269992113,106.57599852606654,training,1.9496322870254517,0.5452789068222046,6,"{""type"":""Point"",""coordinates"":[106.91530190321237,11.71632808143331]}"
2_94,2015-07-30,316.67351822850264,Lu lich su Quang Ninh,268,FL_TRN_2015_07,0,10,363.7399910092354,135.98999735340476,272.66999373584986,525.221989011392,training,17.30370330810547,0.3388045132160187,4,"{""type"":""Point"",""coordinates"":[105.07122661811366,18.80912428627582]}"
2_95,2015-07-30,170.06364486017654,Lu lich su Quang Ninh,124,FL_TRN_2015_07,0,10,212.29999589547515,28.459999045357108,157.76999711245298,339.1929927356541,training,16.47911834716797,0.3576229512691498,7,"{""type"":""Point"",""coordinates"":[106.20718331589241,17.937241388334524]}"
2_100,2015-07-30,125.2089764630296,Lu lich su Quang Ninh,523,FL_TRN_2015_07,0,10,359.34999112412333,63.27999820932746,204.13999480567873,359.02699225768447,training,13.422567367553711,0.289111465215683,4,"{""type"":""Point"",""coordinates"":[106.17240962692175,17.309156150315815]}"
2_103,2015-07-30,270.0,Lu lich su Quang Ninh,219,FL_TRN_2015_07,0,10,195.0099960770458,4.109999932348728,41.81999884918332,98.12799724563956,training,3.8026132583618164,0.34027546644210815,7,"{""type"":""Point"",""coordinates"":[107.62273166016134,13.042628542486629]}"
2_112,2015-07-30,94.9458556875966,Lu lich su Quang Ninh,698,FL_TRN_2015_07,0,10,416.38998809829354,80.72999809496105,324.57999036833644,419.1229909360409,training,15.72950267791748,0.4353701174259186,4,"{""type"":""Point"",""coordinates"":[105.73016337958863,17.84247091165832]}"
2_113,2015-07-30,145.13867180525722,Lu lich su Quang Ninh,1129,FL_TRN_2015_07,0,30,176.92999539338052,93.3699970729649,136.47999594174325,92.50799785926938,training,12.243947982788086,0.4399649202823639,4,"{""type"":""Point"",""coordinates"":[108.44175409991662,11.826692323628885]}"
2_114,2015-07-30,180.0,Lu lich su Quang Ninh,528,FL_TRN_2015_07,0,30,239.82999314554036,27.219999158754945,56.489998538047075,126.20299670100212,training,3.242751359939575,0.3608821630477905,6,"{""type"":""Point"",""coordinates"":[107.94030499883281,14.376256366511834]}"
2_116,2015-07-30,122.93845744401975,Lu lich su Quang Ninh,315,FL_TRN_2015_07,0,40,254.12999456003308,6.9899997897446156,81.17999809235334,120.42199694178998,training,1.7052648067474365,0.33289241790771484,4,"{""type"":""Point"",""coordinates"":[107.90733653439698,13.633838647614018]}"
2_117,2015-07-30,95.12491703085661,Lu lich su Quang Ninh,884,FL_TRN_2015_07,0,10,149.73999667912722,6.819999862462282,61.99999864771962,180.2319959755987,training,19.922372817993164,0.30328696966171265,4,"{""type"":""Point"",""coordinates"":[108.07889855527172,15.393573700021136]}"
2_123,2015-07-30,233.71903874851014,Lu lich su Quang Ninh,577,FL_TRN_2015_07,0,10,244.93999418988824,11.09999986924231,47.409998493269086,35.19199902378023,training,2.349754571914673,0.5540408492088318,4,"{""type"":""Point"",""coordinates"":[107.5041746074536,11.833382888341484]}"
2_127,2015-07-30,109.38528280366927,Lu lich su Quang Ninh,851,FL_TRN_2015_07,0,30,171.43999657034874,29.91999952495098,50.31999898329377,126.51499675959349,training,5.571037769317627,0.49933239817619324,4,"{""type"":""Point"",""coordinates"":[108.04315445318849,14.617032666349804]}"
2_129,2015-07-30,90.0,Lu lich su Quang Ninh,1006,FL_TRN_2015_07,0,10,158.9099960140884,87.82999721542001,119.38999665156007,226.55199403502047,training,15.26776123046875,0.5313209295272827,4,"{""type"":""Point"",""coordinates"":[108.24907847561792,11.899395435495936]}"
